OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"2,159,000",0.3,16.35,"34,000",0.2,9.79,12.46,15.79,19.75,23.73,"20,370","25,910","32,840","41,070","49,370",,
43-9000,Other Office and Administrative Support Workers,minor,"3,879,380",0.4,14.96,"31,110",0.2,8.83,10.72,14.01,17.97,22.51,"18,380","22,300","29,150","37,380","46,810",,
43-9010,Computer Operators,broad,"67,450",2.1,19.25,"40,040",0.5,10.97,14.23,18.69,23.85,28.16,"22,820","29,590","38,870","49,610","58,570",,
43-9011,Computer Operators,detailed,"67,450",2.1,19.25,"40,040",0.5,10.97,14.23,18.69,23.85,28.16,"22,820","29,590","38,870","49,610","58,570",,
43-9020,Data Entry and Information Processing Workers,broad,"295,850",0.8,15.28,"31,790",0.4,9.71,11.81,14.64,18.06,21.90,"20,210","24,570","30,450","37,560","45,540",,
43-9021,Data Entry Keyers,detailed,"207,660",1.1,14.27,"29,670",0.3,9.42,11.15,13.69,16.84,20.25,"19,590","23,180","28,470","35,030","42,120",,
43-9022,Word Processors and Typists,detailed,"88,200",1.2,17.68,"36,770",0.9,11.61,14.37,17.32,20.41,24.01,"24,150","29,880","36,020","42,460","49,940",,
43-9030,Desktop Publishers,broad,"14,360",3.3,19.77,"41,130",1.4,9.54,13.41,18.20,24.23,31.15,"19,840","27,900","37,850","50,410","64,790",,
43-9031,Desktop Publishers,detailed,"14,360",3.3,19.77,"41,130",1.4,9.54,13.41,18.20,24.23,31.15,"19,840","27,900","37,850","50,410","64,790",,
43-9040,Insurance Claims and Policy Processing Clerks,broad,"236,160",1.8,18.27,"38,010",0.4,12.21,14.30,17.42,21.39,26.05,"25,400","29,750","36,230","44,490","54,190",,
43-9041,Insurance Claims and Policy Processing Clerks,detailed,"236,160",1.8,18.27,"38,010",0.4,12.21,14.30,17.42,21.39,26.05,"25,400","29,750","36,230","44,490","54,190",,
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,"99,140",1.8,13.83,"28,760",0.5,8.77,10.35,13.20,16.68,20.21,"18,250","21,520","27,450","34,700","42,040",,
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"99,140",1.8,13.83,"28,760",0.5,8.77,10.35,13.20,16.68,20.21,"18,250","21,520","27,450","34,700","42,040",,
43-9060,"Office Clerks, General",broad,"2,832,010",0.6,14.42,"29,990",0.2,8.67,10.32,13.49,17.39,21.80,"18,040","21,460","28,050","36,170","45,340",,
43-9061,"Office Clerks, General",detailed,"2,832,010",0.6,14.42,"29,990",0.2,8.67,10.32,13.49,17.39,21.80,"18,040","21,460","28,050","36,170","45,340",,
43-9070,"Office Machine Operators, Except Computer",broad,"66,840",2.0,14.29,"29,710",0.5,8.93,10.75,13.51,17.13,21.13,"18,570","22,360","28,100","35,630","43,950",,
43-9071,"Office Machine Operators, Except Computer",detailed,"66,840",2.0,14.29,"29,710",0.5,8.93,10.75,13.51,17.13,21.13,"18,570","22,360","28,100","35,630","43,950",,
43-9080,Proofreaders and Copy Markers,broad,"11,260",3.3,16.97,"35,300",1.3,9.34,12.32,15.93,21.19,26.26,"19,430","25,620","33,130","44,080","54,620",,
43-9081,Proofreaders and Copy Markers,detailed,"11,260",3.3,16.97,"35,300",1.3,9.34,12.32,15.93,21.19,26.26,"19,430","25,620","33,130","44,080","54,620",,
43-9110,Statistical Assistants,broad,"15,640",3.1,20.45,"42,530",1.9,11.81,14.91,19.92,24.94,29.15,"24,570","31,010","41,430","51,880","60,630",,
43-9111,Statistical Assistants,detailed,"15,640",3.1,20.45,"42,530",1.9,11.81,14.91,19.92,24.94,29.15,"24,570","31,010","41,430","51,880","60,630",,
43-9190,Miscellaneous Office and Administrative Support Workers,broad,"240,670",2.0,16.35,"34,000",0.8,8.98,11.11,15.38,20.10,25.74,"18,670","23,110","32,000","41,810","53,530",,
43-9199,"Office and Administrative Support Workers, All Other",detailed,"240,670",2.0,16.35,"34,000",0.8,8.98,11.11,15.38,20.10,25.74,"18,670","23,110","32,000","41,810","53,530",,
45-0000,"Farming, Fishing, and Forestry Occupations",major,"435,250",1.0,11.70,"24,330",0.5,8.25,8.67,9.32,13.05,18.77,"17,160","18,020","19,380","27,150","39,040",,
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,"18,540",2.4,22.09,"45,940",0.8,12.23,15.47,20.90,27.32,34.11,"25,440","32,180","43,480","56,830","70,940",,
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,"18,540",2.4,22.09,"45,940",0.8,12.23,15.47,20.90,27.32,34.11,"25,440","32,180","43,480","56,830","70,940",,
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,"18,540",2.4,22.09,"45,940",0.8,12.23,15.47,20.90,27.32,34.11,"25,440","32,180","43,480","56,830","70,940",,
45-2000,Agricultural Workers,minor,"373,350",1.1,10.61,"22,080",0.5,8.22,8.58,9.16,11.21,15.55,"17,100","17,850","19,060","23,310","32,350",,
45-2010,Agricultural Inspectors,broad,"13,740",2.4,20.96,"43,600",0.5,12.28,16.04,20.52,24.53,30.36,"25,540","33,350","42,680","51,030","63,150",,
45-2011,Agricultural Inspectors,detailed,"13,740",2.4,20.96,"43,600",0.5,12.28,16.04,20.52,24.53,30.36,"25,540","33,350","42,680","51,030","63,150",,
45-2020,Animal Breeders,broad,"1,240",11.6,19.38,"40,310",4.2,8.85,12.64,18.24,25.94,30.38,"18,410","26,290","37,950","53,950","63,190",,
45-2021,Animal Breeders,detailed,"1,240",11.6,19.38,"40,310",4.2,8.85,12.64,18.24,25.94,30.38,"18,410","26,290","37,950","53,950","63,190",,
45-2040,"Graders and Sorters, Agricultural Products",broad,"38,120",3.5,10.10,"21,000",0.9,8.21,8.64,9.24,10.98,13.47,"17,070","17,980","19,220","22,840","28,010",,
45-2041,"Graders and Sorters, Agricultural Products",detailed,"38,120",3.5,10.10,"21,000",0.9,8.21,8.64,9.24,10.98,13.47,"17,070","17,980","19,220","22,840","28,010",,
45-2090,Miscellaneous Agricultural Workers,broad,"320,250",1.3,10.20,"21,210",0.5,8.22,8.56,9.11,10.87,14.30,"17,090","17,790","18,940","22,600","29,750",,
45-2091,Agricultural Equipment Operators,detailed,"22,650",4.6,13.34,"27,740",1.3,8.54,9.81,12.58,15.90,18.93,"17,760","20,400","26,170","33,060","39,370",,
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"261,720",1.5,9.65,"20,080",0.5,8.21,8.51,9.00,9.91,12.52,"17,080","17,700","18,710","20,610","26,040",,
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,"31,000",2.9,11.91,"24,760",0.8,8.09,8.97,10.89,13.97,17.65,"16,820","18,660","22,650","29,060","36,710",,
45-2099,"Agricultural Workers, All Other",detailed,"4,870",7.0,14.03,"29,170",2.2,8.31,9.34,11.73,17.55,23.46,"17,270","19,420","24,390","36,510","48,800",,
45-3000,Fishing and Hunting Workers,minor,560,19.1,17.43,"36,250",5.3,9.42,12.62,16.75,20.92,27.25,"19,590","26,240","34,830","43,520","56,680",,
45-3010,Fishers and Related Fishing Workers,broad,480,21.5,17.71,"36,840",5.5,10.32,12.89,16.96,21.23,27.84,"21,470","26,800","35,270","44,150","57,900",,
45-3011,Fishers and Related Fishing Workers,detailed,480,21.5,17.71,"36,840",5.5,10.32,12.89,16.96,21.23,27.84,"21,470","26,800","35,270","44,150","57,900",,
45-4000,"Forest, Conservation, and Logging Workers",minor,"42,800",2.1,16.59,"34,510",1.1,9.41,12.31,15.89,19.83,24.04,"19,570","25,600","33,050","41,240","50,010",,
45-4010,Forest and Conservation Workers,broad,"6,940",5.6,13.88,"28,860",1.4,8.05,9.14,12.39,17.03,21.81,"16,740","19,000","25,770","35,420","45,360",,
45-4011,Forest and Conservation Workers,detailed,"6,940",5.6,13.88,"28,860",1.4,8.05,9.14,12.39,17.03,21.81,"16,740","19,000","25,770","35,420","45,360",,
45-4020,Logging Workers,broad,"35,870",2.1,17.12,"35,600",1.2,10.30,13.00,16.38,20.23,24.65,"21,410","27,050","34,070","42,090","51,280",,
45-4021,Fallers,detailed,"5,790",8.0,19.50,"40,550",4.1,10.39,12.94,16.60,25.11,32.79,"21,610","26,920","34,530","52,220","68,210",,
45-4022,Logging Equipment Operators,detailed,"24,490",3.0,16.69,"34,700",1.1,10.21,12.95,16.39,20.03,22.86,"21,240","26,930","34,080","41,650","47,540",,
45-4023,Log Graders and Scalers,detailed,"2,780",5.9,16.39,"34,090",1.4,10.36,12.68,15.90,19.54,22.68,"21,540","26,380","33,070","40,650","47,170",,
45-4029,"Logging Workers, All Other",detailed,"2,810",10.0,16.67,"34,680",2.4,11.02,14.54,16.44,18.25,22.07,"22,930","30,240","34,190","37,970","45,910",,
47-0000,Construction and Extraction Occupations,major,"5,088,030",0.3,21.94,"45,630",0.2,11.41,14.61,19.55,27.54,36.02,"23,720","30,380","40,670","57,290","74,920",,
47-1000,Supervisors of Construction and Extraction Workers,minor,"467,130",0.6,30.70,"63,860",0.2,17.88,22.58,29.03,36.87,45.73,"37,190","46,970","60,380","76,700","95,120",,
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,"467,130",0.6,30.70,"63,860",0.2,17.88,22.58,29.03,36.87,45.73,"37,190","46,970","60,380","76,700","95,120",,
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"467,130",0.6,30.70,"63,860",0.2,17.88,22.58,29.03,36.87,45.73,"37,190","46,970","60,380","76,700","95,120",,
47-2000,Construction Trades Workers,minor,"3,760,870",0.3,21.40,"44,510",0.2,11.36,14.44,19.01,26.87,35.30,"23,620","30,030","39,540","55,900","73,430",,
47-2010,Boilermakers,broad,"15,950",5.7,27.85,"57,920",1.3,16.66,21.26,27.74,34.44,40.69,"34,650","44,220","57,690","71,630","84,630",,
47-2011,Boilermakers,detailed,"15,950",5.7,27.85,"57,920",1.3,16.66,21.26,27.74,34.44,40.69,"34,650","44,220","57,690","71,630","84,630",,
47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,"69,150",2.4,23.60,"49,090",1.0,13.02,16.56,21.67,29.21,36.95,"27,080","34,440","45,080","60,760","76,860",,
47-2021,Brickmasons and Blockmasons,detailed,"58,730",2.6,24.37,"50,700",1.0,13.93,17.24,22.41,30.20,38.03,"28,970","35,860","46,610","62,810","79,110",,
47-2022,Stonemasons,detailed,"10,410",7.4,19.23,"39,990",2.3,10.54,13.17,17.54,22.84,31.27,"21,930","27,390","36,480","47,510","65,040",,
47-2030,Carpenters,broad,"580,570",0.8,21.62,"44,980",0.4,12.08,15.17,19.47,26.61,35.14,"25,120","31,550","40,500","55,340","73,100",,
47-2031,Carpenters,detailed,"580,570",0.8,21.62,"44,980",0.4,12.08,15.17,19.47,26.61,35.14,"25,120","31,550","40,500","55,340","73,100",,
47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,"68,950",2.6,19.81,"41,210",1.4,10.33,13.25,17.58,24.54,33.66,"21,490","27,550","36,570","51,050","70,010",,
47-2041,Carpet Installers,detailed,"24,640",5.3,19.39,"40,330",2.3,9.99,12.40,17.19,24.24,33.32,"20,770","25,780","35,760","50,420","69,300",,
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,"10,020",7.2,19.15,"39,840",2.1,10.19,13.50,17.27,22.69,31.48,"21,190","28,070","35,930","47,200","65,490",,
47-2043,Floor Sanders and Finishers,detailed,"4,200",9.8,17.70,"36,810",2.3,10.91,13.38,16.94,21.38,26.31,"22,700","27,840","35,240","44,480","54,720",,
47-2044,Tile and Marble Setters,detailed,"30,090",3.6,20.68,"43,010",2.2,10.82,13.87,18.06,26.04,35.34,"22,510","28,840","37,570","54,160","73,510",,
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,"145,120",1.7,19.55,"40,660",0.7,11.54,13.94,17.40,23.13,31.65,"24,000","29,000","36,180","48,120","65,840",,
47-2051,Cement Masons and Concrete Finishers,detailed,"141,910",1.7,19.52,"40,610",0.7,11.55,13.93,17.37,23.04,31.57,"24,020","28,980","36,130","47,930","65,680",,
47-2053,Terrazzo Workers and Finishers,detailed,"3,220",10.5,20.69,"43,030",3.4,10.83,14.56,18.80,27.05,33.39,"22,520","30,280","39,100","56,260","69,450",,
47-2060,Construction Laborers,broad,"824,970",0.8,16.84,"35,020",0.4,9.46,11.50,14.64,20.06,28.32,"19,670","23,930","30,460","41,720","58,900",,
47-2061,Construction Laborers,detailed,"824,970",0.8,16.84,"35,020",0.4,9.46,11.50,14.64,20.06,28.32,"19,670","23,930","30,460","41,720","58,900",,
47-2070,Construction Equipment Operators,broad,"400,280",1.0,22.31,"46,410",0.4,12.97,15.81,20.16,27.27,35.29,"26,980","32,880","41,930","56,710","73,410",,
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"55,720",2.4,20.06,"41,720",0.9,11.79,14.20,18.16,23.93,32.08,"24,530","29,530","37,780","49,770","66,730",,
47-2072,Pile-Driver Operators,detailed,"3,620",8.0,27.03,"56,220",3.4,13.24,17.58,23.91,35.68,43.09,"27,540","36,560","49,730","74,220","89,620",,
47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"340,950",1.1,22.63,"47,080",0.4,13.26,16.06,20.45,27.66,35.52,"27,580","33,410","42,540","57,530","73,890",,
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,"96,080",2.2,21.20,"44,090",1.0,12.08,14.87,18.19,25.93,37.08,"25,130","30,920","37,830","53,940","77,130",,
47-2081,Drywall and Ceiling Tile Installers,detailed,"79,950",2.4,20.75,"43,160",1.1,11.96,14.69,17.89,24.85,36.43,"24,880","30,560","37,210","51,690","75,770",,
47-2082,Tapers,detailed,"16,120",5.0,23.41,"48,690",1.8,12.85,15.93,21.10,30.01,39.34,"26,730","33,140","43,890","62,410","81,820",,
47-2110,Electricians,broad,"542,680",0.8,25.75,"53,560",0.5,14.74,18.28,24.28,31.90,40.32,"30,660","38,020","50,510","66,360","83,860",,
47-2111,Electricians,detailed,"542,680",0.8,25.75,"53,560",0.5,14.74,18.28,24.28,31.90,40.32,"30,660","38,020","50,510","66,360","83,860",,
47-2120,Glaziers,broad,"44,050",3.5,20.46,"42,560",1.3,11.47,14.80,18.08,23.58,34.63,"23,860","30,790","37,600","49,050","72,020",,
47-2121,Glaziers,detailed,"44,050",3.5,20.46,"42,560",1.3,11.47,14.80,18.08,23.58,34.63,"23,860","30,790","37,600","49,050","72,020",,
47-2130,Insulation Workers,broad,"51,600",3.2,20.38,"42,380",1.6,11.09,13.71,17.53,23.71,35.48,"23,070","28,520","36,450","49,320","73,790",,
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"23,850",4.5,17.76,"36,940",1.7,10.32,12.51,15.81,20.34,29.23,"21,470","26,020","32,890","42,310","60,790",,
47-2132,"Insulation Workers, Mechanical",detailed,"27,740",4.5,22.63,"47,060",2.3,12.21,15.23,19.47,28.19,39.52,"25,410","31,680","40,500","58,640","82,200",,
47-2140,Painters and Paperhangers,broad,"196,350",1.2,18.88,"39,280",0.8,11.20,13.64,17.00,22.37,29.96,"23,290","28,380","35,370","46,520","62,310",,
47-2141,"Painters, Construction and Maintenance",detailed,"192,890",1.2,18.89,"39,290",0.8,11.22,13.67,17.01,22.36,29.94,"23,340","28,420","35,390","46,520","62,280",,
47-2142,Paperhangers,detailed,"3,460",15.7,18.47,"38,410",4.7,10.11,12.73,16.19,22.53,30.78,"21,030","26,480","33,670","46,860","64,030",,
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,"392,460",1.1,25.19,"52,390",0.5,13.56,17.35,23.31,31.51,40.44,"28,210","36,100","48,480","65,540","84,110",,
47-2151,Pipelayers,detailed,"41,080",2.4,19.29,"40,120",0.8,11.51,13.67,17.44,23.56,31.17,"23,940","28,440","36,280","49,010","64,840",,
47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"351,380",1.2,25.88,"53,820",0.5,14.23,18.04,24.13,32.29,41.40,"29,590","37,530","50,180","67,150","86,120",,
47-2160,Plasterers and Stucco Masons,broad,"20,600",5.5,19.95,"41,490",2.1,11.45,14.62,17.64,24.00,32.76,"23,820","30,420","36,680","49,920","68,140",,
47-2161,Plasterers and Stucco Masons,detailed,"20,600",5.5,19.95,"41,490",2.1,11.45,14.62,17.64,24.00,32.76,"23,820","30,420","36,680","49,920","68,140",,
47-2170,Reinforcing Iron and Rebar Workers,broad,"17,280",6.7,26.17,"54,430",3.0,12.49,15.33,24.52,35.11,43.60,"25,980","31,890","51,010","73,030","90,690",,
47-2171,Reinforcing Iron and Rebar Workers,detailed,"17,280",6.7,26.17,"54,430",3.0,12.49,15.33,24.52,35.11,43.60,"25,980","31,890","51,010","73,030","90,690",,
47-2180,Roofers,broad,"99,060",1.8,18.65,"38,790",0.8,11.10,13.53,17.08,22.62,28.51,"23,090","28,130","35,520","47,040","59,310",,
47-2181,Roofers,detailed,"99,060",1.8,18.65,"38,790",0.8,11.10,13.53,17.08,22.62,28.51,"23,090","28,130","35,520","47,040","59,310",,
47-2210,Sheet Metal Workers,broad,"134,110",2.0,22.81,"47,440",0.8,12.13,15.53,21.10,28.29,36.79,"25,220","32,310","43,890","58,840","76,530",,
47-2211,Sheet Metal Workers,detailed,"134,110",2.0,22.81,"47,440",0.8,12.13,15.53,21.10,28.29,36.79,"25,220","32,310","43,890","58,840","76,530",,
47-2220,Structural Iron and Steel Workers,broad,"57,480",2.6,24.80,"51,590",1.1,13.31,16.57,22.36,32.18,41.18,"27,680","34,480","46,520","66,930","85,660",,
47-2221,Structural Iron and Steel Workers,detailed,"57,480",2.6,24.80,"51,590",1.1,13.31,16.57,22.36,32.18,41.18,"27,680","34,480","46,520","66,930","85,660",,
47-2230,Solar Photovoltaic Installers,broad,"4,130",11.1,20.11,"41,820",2.3,13.80,16.05,19.04,22.94,28.15,"28,690","33,380","39,600","47,710","58,550",,
47-2231,Solar Photovoltaic Installers,detailed,"4,130",11.1,20.11,"41,820",2.3,13.80,16.05,19.04,22.94,28.15,"28,690","33,380","39,600","47,710","58,550",,
47-3000,"Helpers, Construction Trades",minor,"216,320",1.4,13.65,"28,400",0.4,8.94,10.51,12.97,16.02,18.89,"18,600","21,870","26,990","33,320","39,280",,
47-3010,"Helpers, Construction Trades",broad,"216,320",1.4,13.65,"28,400",0.4,8.94,10.51,12.97,16.02,18.89,"18,600","21,870","26,990","33,320","39,280",,
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"24,280",3.6,14.83,"30,860",1.2,9.54,11.13,13.59,17.14,22.19,"19,850","23,160","28,260","35,640","46,160",,
47-3012,Helpers--Carpenters,detailed,"37,400",3.0,13.20,"27,450",0.9,8.85,10.29,12.54,15.36,18.34,"18,400","21,410","26,090","31,950","38,150",,
47-3013,Helpers--Electricians,detailed,"63,660",2.4,13.91,"28,920",0.7,9.16,10.83,13.32,16.35,19.08,"19,050","22,530","27,720","34,020","39,690",,
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,"11,640",6.7,12.68,"26,370",1.6,8.55,9.86,11.97,14.30,17.44,"17,790","20,510","24,900","29,740","36,270",,
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"47,160",3.1,13.69,"28,460",0.9,8.94,10.61,13.19,16.22,18.59,"18,600","22,070","27,430","33,730","38,660",,
47-3016,Helpers--Roofers,detailed,"13,130",5.4,12.46,"25,910",1.4,8.58,9.80,11.69,14.43,17.44,"17,840","20,390","24,320","30,020","36,270",,
47-3019,"Helpers, Construction Trades, All Other",detailed,"19,050",6.6,13.54,"28,160",1.2,8.68,10.19,12.73,15.97,19.29,"18,060","21,190","26,480","33,220","40,120",,
47-4000,Other Construction and Related Workers,minor,"379,760",0.9,21.40,"44,500",0.4,11.67,14.84,19.40,26.29,34.75,"24,270","30,870","40,340","54,690","72,280",,
47-4010,Construction and Building Inspectors,broad,"87,620",1.3,27.13,"56,430",0.5,15.79,20.24,26.18,33.32,41.06,"32,850","42,090","54,450","69,310","85,410",,
47-4011,Construction and Building Inspectors,detailed,"87,620",1.3,27.13,"56,430",0.5,15.79,20.24,26.18,33.32,41.06,"32,850","42,090","54,450","69,310","85,410",,
47-4020,Elevator Installers and Repairers,broad,"21,270",4.2,36.64,"76,220",1.0,20.79,29.84,37.81,43.87,51.98,"43,250","62,060","78,640","91,240","108,130",,
47-4021,Elevator Installers and Repairers,detailed,"21,270",4.2,36.64,"76,220",1.0,20.79,29.84,37.81,43.87,51.98,"43,250","62,060","78,640","91,240","108,130",,
47-4030,Fence Erectors,broad,"19,960",5.4,15.87,"33,000",1.5,9.75,11.93,15.02,18.38,22.76,"20,280","24,810","31,240","38,230","47,340",,
47-4031,Fence Erectors,detailed,"19,960",5.4,15.87,"33,000",1.5,9.75,11.93,15.02,18.38,22.76,"20,280","24,810","31,240","38,230","47,340",,
47-4040,Hazardous Materials Removal Workers,broad,"40,290",3.5,20.30,"42,220",0.9,12.27,14.52,18.23,25.35,32.01,"25,520","30,200","37,930","52,730","66,580",,
47-4041,Hazardous Materials Removal Workers,detailed,"40,290",3.5,20.30,"42,220",0.9,12.27,14.52,18.23,25.35,32.01,"25,520","30,200","37,930","52,730","66,580",,
47-4050,Highway Maintenance Workers,broad,"139,070",0.9,17.78,"36,980",0.3,10.88,13.66,17.25,21.29,25.75,"22,630","28,420","35,870","44,280","53,560",,
47-4051,Highway Maintenance Workers,detailed,"139,070",0.9,17.78,"36,980",0.3,10.88,13.66,17.25,21.29,25.75,"22,630","28,420","35,870","44,280","53,560",,
47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,"15,590",9.8,22.24,"46,260",2.5,13.89,17.99,22.25,26.87,31.00,"28,890","37,420","46,270","55,880","64,490",,
47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,"15,590",9.8,22.24,"46,260",2.5,13.89,17.99,22.25,26.87,31.00,"28,890","37,420","46,270","55,880","64,490",,
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,"24,030",3.4,17.63,"36,660",1.0,10.23,12.84,16.60,21.48,27.19,"21,280","26,700","34,520","44,680","56,550",,
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"24,030",3.4,17.63,"36,660",1.0,10.23,12.84,16.60,21.48,27.19,"21,280","26,700","34,520","44,680","56,550",,
